Potri.001G000100	Chr01	1660	2502
Potri.001G000200	Chr01	2906	6646
Potri.001G000300	Chr01	8391	8860
Potri.001G000400	Chr01	8391	12483
Potri.001G000500	Chr01	35907	37791
Potri.001G000600	Chr01	45383	47176
Potri.001G000700	Chr01	55152	59786
Potri.001G000800	Chr01	60514	66135
Potri.001G000900	Chr01	82773	86941
Potri.001G001000	Chr01	88093	88911
Potri.001G001100	Chr01	92975	94808
Potri.001G001200	Chr01	95641	101115
Potri.001G001300	Chr01	101180	104098
Potri.001G001400	Chr01	104139	108894
Potri.001G001500	Chr01	109341	111897
Potri.001G001600	Chr01	112724	116871
Potri.001G001700	Chr01	118761	123723
Potri.001G001800	Chr01	124909	127145
Potri.001G001900	Chr01	126774	127094
Potri.001G002000	Chr01	128115	132020
Potri.001G002100	Chr01	132600	139596
Potri.001G002200	Chr01	132743	136645
Potri.001G002300	Chr01	142376	146067
Potri.001G002400	Chr01	152939	155579
Potri.001G002500	Chr01	155815	160490
Potri.001G002600	Chr01	162241	167647
Potri.001G002700	Chr01	169371	171623
Potri.001G002800	Chr01	172150	174216
Potri.001G002900	Chr01	174489	176817
Potri.001G003000	Chr01	175560	177770
Potri.001G003100	Chr01	183587	185893
Potri.001G003200	Chr01	192674	195322
Potri.001G003300	Chr01	195390	198169
Potri.001G003400	Chr01	202130	205071
Potri.001G003500	Chr01	206350	208187
Potri.001G003600	Chr01	209439	211901
Potri.001G003700	Chr01	209868	213627
Potri.001G003800	Chr01	221189	225062
Potri.001G003900	Chr01	230619	245043
Potri.001G004000	Chr01	245270	248068
Potri.001G004100	Chr01	255986	257228
Potri.001G004200	Chr01	259024	275262
Potri.001G004300	Chr01	275014	280227
Potri.001G004400	Chr01	288462	289119
Potri.001G004500	Chr01	291389	294408
Potri.001G004600	Chr01	300313	308109
Potri.001G004700	Chr01	303919	304926
Potri.001G004800	Chr01	308267	317953
Potri.001G004900	Chr01	322297	323175
Potri.001G005000	Chr01	335093	337546
Potri.001G005100	Chr01	339493	342618
Potri.001G005200	Chr01	344285	346948
Potri.001G005300	Chr01	352446	356209
Potri.001G005400	Chr01	361371	364670
Potri.001G005500	Chr01	365552	367912
Potri.001G005600	Chr01	373545	375275
Potri.001G005700	Chr01	382128	385602
Potri.001G005800	Chr01	388517	390799
Potri.001G005900	Chr01	391276	395085
Potri.001G006000	Chr01	397352	399555
Potri.001G006100	Chr01	399792	402224
Potri.001G006200	Chr01	405849	408429
Potri.001G006300	Chr01	422856	426429
Potri.001G006400	Chr01	435610	440066
Potri.001G006500	Chr01	440697	444941
Potri.001G006600	Chr01	455410	459998
Potri.001G006700	Chr01	461602	467203
Potri.001G006800	Chr01	467569	468751
Potri.001G006900	Chr01	476037	477064
Potri.001G007000	Chr01	493207	494619
Potri.001G007100	Chr01	495004	496358
Potri.001G007200	Chr01	496385	497929
Potri.001G007300	Chr01	499381	501124
Potri.001G007400	Chr01	502299	503839
Potri.001G007500	Chr01	510855	512597
Potri.001G007600	Chr01	515343	515732
Potri.001G007700	Chr01	518243	520451
Potri.001G007800	Chr01	521321	526249
Potri.001G007900	Chr01	527760	533832
Potri.001G008000	Chr01	539462	543930
Potri.001G008100	Chr01	546732	547189
Potri.001G008200	Chr01	549537	549996
Potri.001G008300	Chr01	551033	552870
Potri.001G008400	Chr01	554019	555833
Potri.001G008500	Chr01	560974	562209
Potri.001G008600	Chr01	566124	567508
Potri.001G008700	Chr01	568599	573747
Potri.001G008800	Chr01	571896	581529
Potri.001G008900	Chr01	585986	587061
Potri.001G009000	Chr01	591887	593077
Potri.001G009100	Chr01	600046	600633
Potri.001G009200	Chr01	603401	603796
Potri.001G009300	Chr01	605212	605886
Potri.001G009400	Chr01	613269	613700
Potri.001G009500	Chr01	614463	615287
Potri.001G009600	Chr01	616818	623001
Potri.001G009700	Chr01	631928	638739
Potri.001G009800	Chr01	639606	647632
Potri.001G009900	Chr01	643504	644577
Potri.001G010000	Chr01	647003	649031
Potri.001G010100	Chr01	651043	652778
Potri.001G010200	Chr01	654690	657190
Potri.001G010300	Chr01	657997	661070
Potri.001G010400	Chr01	662207	665675
Potri.001G010500	Chr01	666579	669724
Potri.001G010600	Chr01	672116	672875
Potri.001G010700	Chr01	672876	677232
Potri.001G010800	Chr01	679412	684408
Potri.001G010900	Chr01	685469	687233
Potri.001G011000	Chr01	689926	691661
Potri.001G011100	Chr01	703203	704258
Potri.001G011200	Chr01	707611	709562
Potri.001G011300	Chr01	714340	716337
Potri.001G011400	Chr01	718606	719760
Potri.001G011500	Chr01	728820	730637
Potri.001G011600	Chr01	746953	749129
Potri.001G011700	Chr01	749151	753245
Potri.001G011800	Chr01	755363	759207
Potri.001G011900	Chr01	764268	788664
Potri.001G012000	Chr01	794823	799285
Potri.001G012100	Chr01	802015	803134
Potri.001G012200	Chr01	806337	822072
Potri.001G012300	Chr01	832383	835433
Potri.001G012400	Chr01	847299	848745
Potri.001G012500	Chr01	848991	850383
Potri.001G012600	Chr01	853409	854488
Potri.001G012700	Chr01	861883	863092
Potri.001G012800	Chr01	868362	873388
Potri.001G012900	Chr01	874570	876343
Potri.001G013000	Chr01	882925	885156
Potri.001G013100	Chr01	888251	889361
Potri.001G013200	Chr01	891489	896047
Potri.001G013300	Chr01	897221	901427
Potri.001G013400	Chr01	905501	908819
Potri.001G013500	Chr01	917103	921938
Potri.001G013600	Chr01	931891	937283
Potri.001G013700	Chr01	938936	941259
Potri.001G013800	Chr01	941307	945605
Potri.001G013900	Chr01	946952	951353
Potri.001G014000	Chr01	951862	960524
Potri.001G014100	Chr01	971825	974239
Potri.001G014200	Chr01	976672	977697
Potri.001G014300	Chr01	981167	981964
Potri.001G014400	Chr01	992274	998392
Potri.001G014500	Chr01	1001095	1001847
Potri.001G014600	Chr01	1014498	1016912
Potri.001G014700	Chr01	1019700	1022228
Potri.001G014800	Chr01	1022798	1025761
Potri.001G014900	Chr01	1027289	1029979
Potri.001G015000	Chr01	1035271	1037775
Potri.001G015100	Chr01	1050567	1055101
Potri.001G015200	Chr01	1069058	1070111
Potri.001G015300	Chr01	1076313	1081197
Potri.001G015400	Chr01	1090420	1098069
Potri.001G015500	Chr01	1105670	1110895
Potri.001G015600	Chr01	1118168	1123930
Potri.001G015700	Chr01	1138845	1141393
Potri.001G015800	Chr01	1153288	1153773
Potri.001G015900	Chr01	1163628	1167197
Potri.001G016000	Chr01	1168298	1171125
Potri.001G016100	Chr01	1171773	1172764
Potri.001G016200	Chr01	1176158	1180309
Potri.001G016300	Chr01	1181400	1183059
Potri.001G016400	Chr01	1185943	1186332
Potri.001G016500	Chr01	1189140	1190597
Potri.001G016600	Chr01	1196150	1198983
Potri.001G016700	Chr01	1207765	1208629
Potri.001G016800	Chr01	1208630	1215340
Potri.001G016900	Chr01	1215897	1216859
Potri.001G017000	Chr01	1217743	1222206
Potri.001G017100	Chr01	1228065	1232540
Potri.001G017200	Chr01	1238505	1238999
Potri.001G017300	Chr01	1239126	1242053
Potri.001G017400	Chr01	1252733	1253038
Potri.001G017500	Chr01	1261737	1263184
Potri.001G017600	Chr01	1265885	1268193
Potri.001G017700	Chr01	1276680	1279016
Potri.001G017800	Chr01	1281552	1281860
Potri.001G017900	Chr01	1287072	1288875
Potri.001G018000	Chr01	1293646	1294950
Potri.001G018100	Chr01	1298140	1299154
Potri.001G018200	Chr01	1300207	1306545
Potri.001G018300	Chr01	1322131	1323645
Potri.001G018400	Chr01	1345974	1349150
Potri.001G018500	Chr01	1350630	1352514
Potri.001G018600	Chr01	1354173	1356810
Potri.001G018700	Chr01	1363799	1368430
Potri.001G018800	Chr01	1371517	1378754
Potri.001G018900	Chr01	1381608	1383837
Potri.001G019000	Chr01	1387279	1393768
Potri.001G019100	Chr01	1400372	1406121
Potri.001G019200	Chr01	1410775	1412539
Potri.001G019300	Chr01	1413067	1413348
Potri.001G019400	Chr01	1414854	1417838
Potri.001G019500	Chr01	1418782	1420964
Potri.001G019600	Chr01	1423921	1428840
Potri.001G019700	Chr01	1431058	1431969
Potri.001G019800	Chr01	1444382	1445546
Potri.001G019900	Chr01	1454768	1455544
Potri.001G020000	Chr01	1469832	1471394
Potri.001G020100	Chr01	1501771	1503372
Potri.001G020200	Chr01	1523635	1526507
Potri.001G020300	Chr01	1541144	1546247
Potri.001G020400	Chr01	1557803	1559152
Potri.001G020500	Chr01	1562893	1563722
Potri.001G020600	Chr01	1563841	1570916
Potri.001G020700	Chr01	1578759	1580966
Potri.001G020800	Chr01	1581708	1584937
Potri.001G020900	Chr01	1593383	1596770
Potri.001G021000	Chr01	1607742	1610595
Potri.001G021100	Chr01	1614336	1617924
Potri.001G021200	Chr01	1633424	1634352
Potri.001G021300	Chr01	1636042	1636683
Potri.001G021400	Chr01	1638894	1639265
Potri.001G021500	Chr01	1645035	1649822
Potri.001G021600	Chr01	1652240	1654457
Potri.001G021700	Chr01	1655929	1656913
Potri.001G021800	Chr01	1659662	1660060
Potri.001G021900	Chr01	1665686	1669171
Potri.001G022000	Chr01	1695928	1696881
Potri.001G022100	Chr01	1701475	1704963
Potri.001G022200	Chr01	1710688	1711635
Potri.001G022300	Chr01	1722570	1723452
Potri.001G022400	Chr01	1729269	1730252
Potri.001G022500	Chr01	1730847	1732910
Potri.001G022600	Chr01	1736492	1736812
Potri.001G022700	Chr01	1737847	1743491
Potri.001G022800	Chr01	1745107	1747031
Potri.001G022900	Chr01	1750927	1753095
Potri.001G023000	Chr01	1755947	1761034
Potri.001G023100	Chr01	1764889	1766893
Potri.001G023200	Chr01	1768060	1768956
Potri.001G023300	Chr01	1770676	1771673
Potri.001G023400	Chr01	1773009	1778801
Potri.001G023500	Chr01	1783517	1786644
Potri.001G023600	Chr01	1786680	1787450
Potri.001G023700	Chr01	1788902	1789483
Potri.001G023800	Chr01	1794327	1795595
Potri.001G023900	Chr01	1796080	1799608
Potri.001G024000	Chr01	1801851	1803677
Potri.001G024100	Chr01	1804238	1807952
Potri.001G024200	Chr01	1818992	1823316
Potri.001G024300	Chr01	1824199	1827030
Potri.001G024400	Chr01	1827914	1829765
Potri.001G024500	Chr01	1830981	1834750
Potri.001G024600	Chr01	1835273	1839226
Potri.001G024700	Chr01	1840865	1841462
Potri.001G024800	Chr01	1842461	1845557
Potri.001G024900	Chr01	1849891	1852473
Potri.001G025000	Chr01	1858218	1858899
Potri.001G025100	Chr01	1861079	1868802
Potri.001G025200	Chr01	1873672	1875509
Potri.001G025300	Chr01	1878873	1879741
Potri.001G025400	Chr01	1880756	1884303
Potri.001G025500	Chr01	1888762	1891351
Potri.001G025600	Chr01	1892227	1895809
Potri.001G025700	Chr01	1896466	1901147
Potri.001G025800	Chr01	1904256	1908195
Potri.001G025900	Chr01	1910299	1910571
Potri.001G026000	Chr01	1910613	1912364
Potri.001G026100	Chr01	1915765	1921494
Potri.001G026200	Chr01	1927696	1931951
Potri.001G026300	Chr01	1931948	1934911
Potri.001G026400	Chr01	1938841	1944880
Potri.001G026500	Chr01	1945261	1945891
Potri.001G026600	Chr01	1947428	1949482
Potri.001G026700	Chr01	1953016	1955414
Potri.001G026800	Chr01	1958928	1967815
Potri.001G026900	Chr01	1971377	1982570
Potri.001G027000	Chr01	1985671	1987119
Potri.001G027100	Chr01	1993782	1997676
Potri.001G027200	Chr01	2029686	2032401
Potri.001G027300	Chr01	2032250	2033837
Potri.001G027400	Chr01	2040981	2050196
Potri.001G027500	Chr01	2050275	2052041
Potri.001G027600	Chr01	2055480	2059982
Potri.001G027700	Chr01	2062037	2065642
Potri.001G027800	Chr01	2065702	2066455
Potri.001G027900	Chr01	2067935	2072440
Potri.001G028000	Chr01	2082775	2085080
Potri.001G028100	Chr01	2090305	2095605
Potri.001G028200	Chr01	2103048	2105762
