Chr09	Chr09	100.00	3353	0	0	1	3353	3779182	3782534	 0	6647.3
Chr09	Chr09	92.44	1613	121	1	943	2555	3692790	3694401	 0	2222.7
Chr09	Chr09	91.41	1432	110	13	1544	2963	3856456	3857886	 0	1840.1
Chr09	Chr09	89.65	1381	129	14	943	2312	3586875	3588252	 0	1592.3
Chr09	Chr09	90.13	1013	91	9	1544	2548	3717426	3718437	 0	1213.7
Chr09	Chr09	89.47	959	92	9	1544	2495	29243064	29244020	 0	1078.9
Chr09	Chr09	88.08	814	84	13	1544	2351	26587338	26588144	 0	831.1
Chr09	Chr09	91.98	611	48	1	1723	2333	26679197	26679806	 0	815.2
Chr09	Chr09	88.27	750	88	0	574	1323	3854124	3854873	 0	789.5
Chr09	Chr09	89.91	575	58	0	1	575	3854055	3854629	 0	680.4
Chr09	Chr09	96.68	391	11	2	2574	2963	3586268	3586657	 0	656.7
Chr09	Chr09	86.00	750	105	0	574	1323	3719934	3720683	 0	654.7
Chr09	Chr09	85.96	748	103	2	574	1321	3715542	3716287	2e-179	634.8
Chr09	Chr09	95.66	392	14	3	2964	3353	3694745	3695135	1e-177	628.9
Chr09	Chr09	95.92	392	13	3	2574	2963	3694389	3694779	4e-177	626.9
Chr09	Chr09	95.40	391	16	2	2964	3353	3513929	3514318	4e-174	617.0
Chr09	Chr09	95.17	393	15	4	2964	3353	3857852	3858243	4e-174	617.0
Chr09	Chr09	88.17	575	68	0	1	575	3715473	3716047	3e-169	601.1
Chr09	Chr09	86.42	626	84	1	1710	2335	26669951	26670575	9e-157	559.5
Chr09	Chr09	86.42	626	84	1	1710	2335	29171727	29172351	9e-157	559.5
Chr09	Chr09	97.21	323	7	2	2642	2963	3514284	3514605	5e-155	553.6
Chr09	Chr09	86.96	575	75	0	1	575	3719865	3720439	1e-152	545.6
Chr09	Chr09	92.60	392	23	6	2967	3353	3718793	3719183	8e-151	539.7
Chr09	Chr09	86.61	575	77	0	1	575	3588474	3589048	8e-148	529.8
Chr09	Chr09	92.53	388	26	3	1723	2108	29178185	29178571	1e-143	515.9
Chr09	Chr09	83.81	741	118	2	574	1314	3588241	3588979	2e-142	511.9
Chr09	Chr09	90.51	390	15	22	2964	3353	3585935	3586302	4e-140	504.0
Chr09	Chr09	85.48	613	88	1	1723	2335	26789837	26790448	2e-139	502.0
Chr09	Chr09	86.12	562	78	0	943	1504	3716758	3717319	1e-137	496.1
Chr09	Chr09	81.67	791	102	43	1530	2299	26567675	26568443	4e-125	454.5
Chr09	Chr09	90.29	381	34	3	2583	2960	3718441	3718821	2e-123	448.5
Chr09	Chr09	92.41	316	24	0	3038	3353	26678184	26678499	8e-120	436.6
Chr09	Chr09	84.72	563	86	0	943	1505	3855789	3856351	3e-119	434.6
Chr09	Chr09	84.97	539	80	1	1721	2259	29499229	29499766	2e-114	418.8
Chr09	Chr09	87.12	427	55	0	943	1369	3720519	3720945	5e-112	410.8
Chr09	Chr09	91.37	313	27	0	3040	3352	26586399	26586711	8e-111	406.9
Chr09	Chr09	90.88	307	28	0	3047	3353	29244207	29244513	7e-105	387.1
Chr09	Chr09	95.30	234	11	0	3120	3353	3720944	3721177	7e-102	377.1
Chr09	Chr09	84.28	528	81	2	1720	2246	29253274	29253800	1e-100	373.2
Chr09	Chr09	84.12	510	81	0	66	575	26680546	26681055	2e-99	369.2
Chr09	Chr09	87.14	381	49	0	943	1323	3854637	3855017	7e-99	367.2
Chr09	Chr09	87.00	377	49	0	947	1323	3854713	3855089	2e-96	359.3
Chr09	Chr09	87.06	371	48	0	943	1313	3716542	3716912	2e-95	355.3
Chr09	Chr09	87.71	350	43	0	974	1323	3854596	3854945	1e-94	353.4
Chr09	Chr09	83.79	506	82	0	574	1079	26680546	26681051	1e-94	353.4
Chr09	Chr09	86.61	381	51	0	943	1323	3854853	3855233	4e-94	351.4
Chr09	Chr09	87.54	353	44	0	943	1295	3854997	3855349	4e-94	351.4
Chr09	Chr09	87.54	353	44	0	943	1295	3855573	3855925	4e-94	351.4
Chr09	Chr09	87.25	353	45	0	943	1295	3855285	3855637	9e-92	343.4
Chr09	Chr09	87.39	349	44	0	947	1295	3855649	3855997	9e-92	343.4
Chr09	Chr09	95.65	207	9	0	2349	2555	3586645	3586851	1e-90	339.5
Chr09	Chr09	86.39	382	50	2	943	1323	3854925	3855305	1e-87	329.6
Chr09	Chr09	87.25	353	43	2	943	1295	3715983	3716333	6e-87	327.6
Chr09	Chr09	86.69	353	47	0	943	1295	3855141	3855493	6e-87	327.6
Chr09	Chr09	86.96	345	45	0	943	1287	3855429	3855773	6e-87	327.6
Chr09	Chr09	88.31	308	36	0	3046	3353	29171230	29171537	2e-86	325.6
Chr09	Chr09	85.56	381	55	0	943	1323	3855213	3855593	1e-84	319.7
Chr09	Chr09	85.56	381	55	0	943	1323	3855501	3855881	1e-84	319.7
Chr09	Chr09	87.62	323	39	1	3031	3353	26669465	26669786	2e-83	315.7
Chr09	Chr09	85.52	373	54	0	943	1315	3720447	3720819	3e-82	311.7
Chr09	Chr09	85.04	381	57	0	943	1323	3692574	3692954	8e-80	303.8
Chr09	Chr09	85.04	381	57	0	943	1323	3855069	3855449	8e-80	303.8
Chr09	Chr09	82.39	528	86	7	1719	2246	26749358	26749878	8e-80	303.8
Chr09	Chr09	84.78	381	58	0	943	1323	3692718	3693098	2e-77	295.9
Chr09	Chr09	89.62	260	26	1	3079	3338	26565795	26566053	8e-77	293.9
Chr09	Chr09	85.55	346	50	0	943	1288	3691854	3692199	1e-75	289.9
Chr09	Chr09	87.04	301	39	0	995	1295	3691834	3692134	5e-75	287.9
Chr09	Chr09	85.55	353	50	1	943	1295	3716054	3716405	5e-75	287.9
Chr09	Chr09	85.07	355	53	0	969	1323	3716496	3716850	8e-74	284.0
Chr09	Chr09	82.86	455	78	0	120	574	26568943	26569397	8e-74	284.0
Chr09	Chr09	84.29	382	60	0	943	1324	3720375	3720756	3e-73	282.0
Chr09	Chr09	85.34	341	50	0	983	1323	3692254	3692594	1e-72	280.0
Chr09	Chr09	90.37	218	21	0	1	218	3691632	3691849	2e-68	266.1
Chr09	Chr09	81.57	510	94	0	66	575	29179305	29179814	2e-68	266.1
Chr09	Chr09	83.82	377	61	0	947	1323	3692434	3692810	7e-68	264.1
Chr09	Chr09	86.83	281	37	0	943	1223	3716197	3716477	7e-68	264.1
Chr09	Chr09	80.63	604	116	1	1733	2336	29230453	29231055	3e-67	262.2
Chr09	Chr09	84.23	355	56	0	943	1297	3716125	3716479	1e-66	260.2
Chr09	Chr09	85.45	330	46	2	995	1323	3692410	3692738	4e-66	258.2
Chr09	Chr09	81.42	506	94	0	574	1079	29179305	29179810	4e-66	258.2
Chr09	Chr09	84.14	353	56	0	943	1295	3692286	3692638	2e-65	256.2
Chr09	Chr09	83.85	353	57	0	943	1295	3692070	3692422	4e-63	248.3
Chr09	Chr09	82.21	461	78	4	1721	2179	3583167	3583625	3e-61	242.3
Chr09	Chr09	85.44	309	43	2	1015	1323	3715911	3716217	1e-60	240.4
Chr09	Chr09	86.18	275	37	1	1723	1997	29194738	29195011	2e-59	236.4
Chr09	Chr09	82.87	397	65	3	1721	2116	3511226	3511620	6e-59	234.4
Chr09	Chr09	83.10	355	60	0	969	1323	3587944	3588298	4e-57	228.5
Chr09	Chr09	84.62	299	46	0	1017	1315	3588024	3588322	4e-57	228.5
Chr09	Chr09	81.32	455	85	0	624	1078	26568943	26569397	4e-57	228.5
Chr09	Chr09	84.33	300	47	0	1024	1323	3716479	3716778	2e-55	222.5
Chr09	Chr09	85.60	257	37	0	1067	1323	3691834	3692090	1e-53	216.6
Chr09	Chr09	79.64	604	122	1	1733	2336	26780336	26780938	6e-53	214.6
Chr09	Chr09	83.55	310	46	5	2610	2914	26678581	26678890	8e-43	180.9
Chr09	Chr09	84.51	226	35	0	800	1025	26671452	26671677	8e-40	171.0
Chr09	Chr09	84.51	226	35	0	800	1025	29173228	29173453	8e-40	171.0
Chr09	Chr09	88.59	149	17	0	574	722	3691701	3691849	8e-37	161.1
Chr09	Chr09	89.78	137	14	0	439	575	3692862	3692998	8e-37	161.1
Chr09	Chr09	84.62	208	32	0	296	503	26671470	26671677	3e-36	159.1
Chr09	Chr09	84.62	208	32	0	296	503	29173246	29173453	3e-36	159.1
Chr09	Chr09	89.05	137	15	0	439	575	3716758	3716894	2e-34	153.1
Chr09	Chr09	89.05	137	15	0	439	575	3855357	3855493	2e-34	153.1
Chr09	Chr09	81.57	293	54	0	3047	3339	29498667	29498959	2e-34	153.1
Chr09	Chr09	79.19	495	101	2	1018	1511	26670822	26671315	3e-33	149.2
Chr09	Chr09	79.19	495	101	2	1018	1511	29172598	29173091	3e-33	149.2
Chr09	Chr09	88.32	137	16	0	439	575	3855285	3855421	4e-32	145.2
Chr09	Chr09	85.54	166	24	0	943	1108	26671081	26671246	3e-30	139.3
Chr09	Chr09	85.54	166	24	0	943	1108	29172857	29173022	3e-30	139.3
Chr09	Chr09	81.37	306	55	2	1704	2008	29232879	29233183	3e-30	139.3
Chr09	Chr09	87.59	137	17	0	439	575	3692790	3692926	1e-29	137.3
Chr09	Chr09	87.59	137	17	0	439	575	3854637	3854773	1e-29	137.3
Chr09	Chr09	87.59	137	17	0	439	575	3854781	3854917	1e-29	137.3
Chr09	Chr09	87.59	137	17	0	439	575	3854853	3854989	1e-29	137.3
Chr09	Chr09	87.59	137	17	0	439	575	3854925	3855061	1e-29	137.3
Chr09	Chr09	87.59	137	17	0	439	575	3855213	3855349	1e-29	137.3
Chr09	Chr09	87.97	133	16	0	443	575	3855721	3855853	1e-29	137.3
Chr09	Chr09	87.59	137	17	0	439	575	3855861	3855997	1e-29	137.3
Chr09	Chr09	90.27	113	11	0	913	1025	26588324	26588436	1e-29	137.3
Chr09	Chr09	83.82	204	31	2	1837	2040	29181730	29181931	1e-29	137.3
Chr09	Chr09	92.71	96	7	0	409	504	26588341	26588436	4e-29	135.3
Chr09	Chr09	84.44	180	28	0	1	180	26671722	26671901	4e-29	135.3
Chr09	Chr09	86.86	137	18	0	439	575	3716830	3716966	3e-27	129.3
Chr09	Chr09	87.22	133	17	0	443	575	3854713	3854845	3e-27	129.3
Chr09	Chr09	86.86	137	18	0	439	575	3855069	3855205	3e-27	129.3
Chr09	Chr09	86.86	137	18	0	439	575	3855933	3856069	3e-27	129.3
Chr09	Chr09	80.87	298	55	2	1712	2008	26782782	26783078	2e-25	123.4
Chr09	Chr09	86.13	137	19	0	439	575	3691998	3692134	6e-25	121.4
Chr09	Chr09	86.13	137	19	0	439	575	3692502	3692638	6e-25	121.4
Chr09	Chr09	86.13	137	19	0	439	575	3692934	3693070	6e-25	121.4
Chr09	Chr09	86.13	137	19	0	439	575	3716125	3716261	6e-25	121.4
