MA_10427724	MA_10427724	92.43	608	46	0	25	632	11414	12021	 0	841.0
MA_10427724	MA_10427724	92.27	608	47	0	25	632	27672	28279	 0	833.1
MA_10427724	MA_10427724	97.97	345	7	0	301	645	46347	46691	4e-177	628.9
MA_10427724	MA_10427724	87.01	608	79	0	25	632	44746	45353	3e-162	579.3
MA_10427724	MA_10427724	99.30	284	2	0	1	284	46747	47030	1e-152	547.6
MA_10427345	MA_10427345	90.28	638	62	0	8	645	1609	2246	 0	773.6
MA_12320	MA_12320	89.26	624	67	0	18	641	21046	21669	 0	706.2
MA_151736	MA_151736	89.41	614	57	8	25	632	20142	20753	 0	688.4
MA_96223	MA_96223	89.26	605	65	0	28	632	5384	5988	 0	684.4
MA_6556760	MA_6556760	89.71	554	49	8	85	632	1	552	2e-178	632.9
MA_337080	MA_337080	87.25	604	77	0	25	628	431	1034	1e-164	587.3
MA_6426538	MA_6426538	86.98	576	75	0	25	600	526	1101	1e-152	547.6
MA_467221	MA_467221	92.80	361	26	0	272	632	420	780	2e-141	510.0
MA_467221	MA_467221	89.09	110	12	0	25	134	908	1017	5e-25	123.4
MA_10194606	MA_10194606	92.90	338	24	0	295	632	1	338	2e-132	480.2
MA_252871	MA_252871	84.00	650	74	30	8	645	2551	3182	1e-130	474.3
MA_6810759	MA_6810759	94.92	295	15	0	341	635	1	295	3e-128	466.3
MA_5009001	MA_5009001	92.86	308	22	0	1	308	125	432	3e-119	436.6
MA_5476685	MA_5476685	93.02	301	21	0	8	308	1800	2100	2e-117	430.7
MA_115117	MA_115117	90.83	338	31	0	295	632	21576	21913	1e-115	424.7
MA_115117	MA_115117	87.93	290	35	0	25	314	21920	22209	2e-77	297.8
MA_655838	MA_655838	85.15	505	63	12	8	509	2378	2873	2e-111	410.8
MA_655838	MA_655838	90.91	77	7	0	569	645	2251	2327	3e-17	97.6
MA_420849	MA_420849	85.05	475	47	24	8	482	770	1220	2e-110	406.9
MA_420849	MA_420849	88.57	140	16	0	506	645	1235	1374	2e-33	151.2
MA_148308	MA_148308	83.65	587	69	27	52	629	5071	5639	2e-110	406.9
MA_148704	MA_148704	83.65	587	69	27	52	629	19841	20409	2e-110	406.9
MA_842946	MA_842946	87.17	421	53	1	8	427	617	1037	6e-108	398.9
MA_842946	MA_842946	86.69	263	35	0	383	645	1043	1305	2e-61	244.3
MA_7447685	MA_7447685	85.30	449	45	21	8	456	1	428	6e-108	398.9
MA_6342859	MA_6342859	86.90	420	55	0	8	427	6	425	2e-107	397.0
MA_108099	MA_108099	90.82	305	28	0	1	305	52	356	4e-103	383.1
MA_108099	MA_108099	96.00	50	2	0	328	377	1	50	5e-13	83.8
MA_53338	MA_53338	83.37	499	65	18	8	503	11743	12226	2e-86	327.6
MA_53338	MA_53338	82.10	257	46	0	373	629	743	999	1e-31	145.2
MA_53338	MA_53338	87.94	141	17	0	495	635	10920	11060	1e-31	145.2
MA_53338	MA_53338	88.31	77	9	0	569	645	12262	12338	2e-12	81.8
MA_53338	MA_53338	82.71	133	23	0	8	140	11215	11347	2e-12	81.8
MA_6045987	MA_6045987	88.26	298	35	0	8	305	16	313	3e-82	313.7
MA_6045987	MA_6045987	87.32	71	9	0	325	395	312	382	7e-09	69.9
